Country Name|Country Code|Indicator Name|Indicator Code|1960|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020
Jordan|JOR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||19092411.09|19406328.76|17601232.15|21203286.67|35545482.77|42166979.36|49728012.05|67867597.94|86812968.26|138956811.2|165719494.5|178852118.6|181381201.1|218505745|215870305.3|245256310.2|193793231.7|209118279.5|238789238.6|221443410.2|228808732.9|242888597.7|257174889.7|311798005.5|348663957.6|399159175.2|423562595.2|385509259.8|442384942|344177516|364876865.7|385665441.6|403483417.7|427413969.5|477122918.7|521190303.8|619298211.5|702976508.6|880693093.3|942136412.2|1010221065|1089703366|1152520182|1240963382|1306922632|1353562679|1383968199|1361051733|1357922990||
Japan|JPN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||6090687780|6482058727|9233171135|12545834113|13898034285|17732072453|21104002512|26706816911|36540656449|38067718196|38716324984|43855181789|40903121007|43620377438|64062129559|60443860838|87713435454|1.07082E+11|1.26818E+11|1.23154E+11|1.28871E+11|1.47368E+11|1.40851E+11|1.52789E+11|1.78152E+11|1.9237E+11|1.60413E+11|1.44796E+11|1.19299E+11|1.36906E+11|1.51415E+11|1.32014E+11|1.27444E+11|1.39271E+11|1.50052E+11|1.45766E+11|1.36512E+11|1.36982E+11|1.51728E+11|1.61058E+11|1.79843E+11|1.96375E+11|2.03675E+11|1.66484E+11|1.49954E+11|1.30295E+11|1.39055E+11|1.37748E+11|1.40348E+11||
Kazakhstan|KAZ|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||957916928|867323809.6|829561487.7|812056359.6|961859010.8|963786537.6|659977851.6|630373058.5|696146525.9|694560901.7|760205011.1|915768518|1213023948|1959128940|2725310977|3124861254|3212352335|3963849337|5010898937|5392118403|6251758135|5791732592|4963874985|3922581709|4501640910|4709127716||
Kenya|KEN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||60516480.83|64890370.71|87075796.79|105602877.7|143607975.1|170986879.8|189953581.7|221141969.9|297463863.9|349423616.2|359214177.8|378473810.6|333567716.8|301017532.5|269443652.3|302212462.2|405972585.3|504453644.3|505995895.3|482338745.8|515236680.9|482231380.4|455568967.4|307322075.8|400363489.4|527687940.1|714775060.2|782722527.5|880107367.4|652697641.4|645127096.9|656047739.1|755517161.8|897571127.4|1011467728|1215687558|1710161374|1972468805|2065737291|1967168901|1944800089|2111878673|2622315283|2842745953|3051973665|3122249797|3368458645|3826851211|4265232522||
Kyrgyz Republic|KGZ|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||138585000|114731888.2|74836676.52|88972662.71|98916576.43|85832188.14|70411034.39|70504368.74|44064805.76|40175881.14|49991158.23|68105096.61|80965552.75|95135499.78|113388675.7|144318368.5|214993391.6|262942639.9|268265404.2|260825877.9|395475040.9|461449723.2|439604954.8|358028388|337041264.5|368975477.8|395000666.3|432110705.9||
Cambodia|KHM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||41642205.7|36832766|18656772.94|25184718|20451798.61|||||||||||||||||||||41316448.86|38142742.96|34289411.97|27594440|41909110.44|54775464.96|65324784.12|69161595.09|75137802.31|85310424.59|99294555.34|114192844|135515442.4|167311889|173261565.9|172432892.8|193724645.7|219375804.1|312256054.8|317172893.9|339602812|376550433.4|416872772.8|459260777.9||
Kiribati|KIR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||4431727.137|4268580.371|3368189.478|3394199.035|2731357.136|2544715.195|2130208.448|1735961.002|1749347.672|2071142.255|2565383.289|2770372.45|2945722.426|4641530.768|4716013.22|4433790.766|5144180.216|5575223.647|5662106.972|6829247.44|6983829.376|6821964.516|6667981.157|6656742.526|7055366.185|8310740.645|9114583.395|9700695.609|9429093.373|11546920.76|12525415.2|11147319.45|13945063.29|15424159.88|17567658.94|18574022.98|20625082.03|21485876.34|19396340.32|21858598.25|22177127.91||
St. Kitts and Nevis|KNA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||2257360.661|2515345.279|3006876.418|3495168.021|3433367.696|5197307.911|5630436.575|5823531.564|6253410.847|6058059.84|5255489.173|5621199.706|5683870.311|6121930.093|5765367|7174842.074|8359272.73|9364809.472|10588343.89|11460860|13738921.98|9965726.275|15048897.48|15893287.78|17368461.58|17312888.83|17613215.33|19761057.24|20564259.26|21055380|21791077.29|23735719.46|23632009.8|24195878.11|26086682.51|25706950.73|27312418.41|28101094.57|28411934.21|30203807.62|31347162.53|31603443.57||
Korea| Rep.|KOR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||238383565.2|289398530.9|293921962.9|347252209.3|418216005.8|345728925.6|744251033.1|881741115.7|1240866971|1737589669|1944105494|1870428615|4192253379|3039579117|3268451326|3368548769|3658411935|4530845764|4951125815|6893627022|8209426501|9579055703|11006661884|12548535264|15260819093|18064119699|20438812365|18157549345|10486887248|13776705641|16501974222|16137238244|19060002398|23458889402|28583990212|31747788782|39170261235|43276711520|41904202426|37039427486|46317733244|52393170546|53092809268|62946864525|68545995170|68206017301|69840594420|75635543498|80021982173|
Kuwait|KWT|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||96975640.44|119068811.6|113960474.3|182974713.4|517994543|263517248.3|336717168.3|413432667.8|507002544.5|753421109.3|736670382.5|718140618.4|607296268.1|932349377.7|1015074827|1018167088|1076999366|1089989706|1090057510|1276431186|906775316.7|558231433.7|2384551839|2058206919|2076808337|1655502171|1833684035|1758369931|1591680986|1795345908|2303671795|2100383186|2227728332|2818048658|3024547268|3536815274|3589222674|4052411224|5044626600|3625300373|3951823812|5207604832|5957879711|5978557600|5658470007|4128479331|4069175689|4486566655|5185411557||
Latin America & Caribbean (excluding high income)|LAC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lao PDR|LAO|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||31628570.5|42599999.08|31983156.74|19570915.87|10781302.85|12852842.78|15580077.41|18505583.5|20300525|25387230.1|29479904.53|33393145.79|39200039.12|32387068.51|16994712.99|16227882.27|14943674.51|18525921.4|19987819.95|25211417.91|33133212.55|28033121.73|36092403.83|47382654.24|63245608.08|72282578.32|99516630.64|121483557.9|134849471.8|329839119.6|331429892.1|359322685.4|395272138.1|417155626.6|447268623.4||
Lebanon|LBN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||63970099.03|64960582.77|89935835.53|114237930.9|152278084.6|198330283.2|256426706.3|281782010.7|405556779.1|369174646.7|336353726.8|298883202.3|483333159.2|471671957.2|434964265.8|531013843.6|532482912.5|572079134.2|595836337.8|496470174.6|555747350.3|553857088.8|567534910.2|784589430.2|978979179.5|999988730.2|1037471966|1058196483|1111559583|1147592314||
Liberia|LBR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||30131400|29005661.61|29306895.36|22673313.81|27620467.56|29752507.5|35972396.28|44973716.31|57330240|59416436.34|66560756.34|83197480.32|90000498|101217537.9|102882600|106030200|109683831.6|109161882.7|103468200||
Libya|LBY|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||443451947.1|572920271|702710759.4|1005541007|1194344036|1460910061|1877647575|1359485723|1597611884|742865406.8|1708764694|1391225699|891842897.2|620504747.2|575995444.1|837135154.7|1143979913||
St. Lucia|LCA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||8338939.465|12207395.92|10324676.83|10841861.41|13923522.63|15683864.54|19356888.02|20292253.95|22576473.52|27024866.34|27635264.49|28104681.44|31812533.04|35885786.96|40522913.67|48480948.34|50514793.73|51505189.7|61557467.11|50523593.29|48203562.52|42936862.43|41225442.79|41958070.31|41792383.75|50032227.69|53057833.84|56304192.53|61600165.73|58933331.86|60492563.67|65555600.24|62540597.39|77282619.63|74163706.15|70270710.78|71006963.59|73104031.04|71334273.34||
Latin America & Caribbean|LCN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Least developed countries: UN classification|LDC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Low income|LIC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Liechtenstein|LIE|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||2080628.119|2422178.388|2885266.197|3831811.985|4479638.448|5689790.974|6292662.269|7008595.978|10089689.29|11619878.99|12347794.94|11815660.9|12056557.69|12101444.53|11606870.34|12217945.96|17997768.07|24313161.11|26828303.11|25864020.14|32825716.95|34273309.85|37669019.86|38636762.08|44987614.95|56080112.34|57825282.4|53076861.86|57263850.2|60516643.68|57203590.34|52651527.07|55749140.02|61724589.07|67149505.29|73444559.46|82390528.15|88399707.15|104086547.6|98251721.71|120037655.2|138789429.8|116603913.9|156497118.7|164561531|158084045.4|183301014.8|208676643.4|||
Sri Lanka|LKA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||83545210.08|68604516.37|74768717.66|91787500|90450526.32|97710556.35|75065341.16|86545506.59|61432369.97|77244251.77|93544464.61|87833766.23|105991158.1|107971058.2|105677122.6|130974521.4|133947323.3|139726324.7|167068217.5|180348405|151497254.1|187442639.6|193617613.5|258496481.8|302786887.9|308628292.7|383650153.8|425904931.5|404179984.5|387679209|391375979.5|365888495.7|372486882.7|413330933.8|435933796.5|494846776.5|550716571.6|606783496|722623460.6|723506110.8|953846379.7|1085971825|961254231.5|943193093.6|1230786579|1450271109|2018292719|1944769788|1394153026||
Lower middle income|LMC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Low & middle income|LMY|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lesotho|LSO|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||2461540.108|3239093.96|3451021.205|5575216.138|6460927.152|8514387.526|10590271.39|10767019.32|15107635.69|15114014.25|22233179.25|26084102.56|27106361.3|28464739.97|21297549.79|15550631.8|25270416.89|22275263.31|25112679.35|28527139.21|40395040.15|45558846.7|62392730.87|58381635.4|66412328.07|83026604.89|80638986.69|93837518.25|89847327.96|94892405.32|81285102.92|89340118.74|73912536.29|143643447|163550337.7|189519948.2|207961890.4|225974674.5|231985678.2|216496626.3|266654679|279362313.4|248983305.4|219714027.3|208629140.1|181094511.2|155648371.5|162041334.6|161910919||
Late-demographic dividend|LTE|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lithuania|LTU|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||345726010.3|381709862.2|526216724.1|605621456.4|600644638.3|646355457|701054891.5|805264574.2|917394727.3|1104636905|1186020624|1318595964|1618093855|2103087504|2006577152|1812755713|1966154466|1787392354|1865420947|1873989164|1528727710|1605993128|1781414341|2004888421||
Luxembourg|LUX|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||27636085.11|33548495.01|44065680.51|59976737.74|67787343.72|98870260.61|105398061.4|128826437.3|197463662.9|240509590|272359270.1|237631712.8|241800413.2|145245910.5|144181848.9|149824868.9|235268119.5|313049859.9|347590413.2|336945698|449988859.6|490769639.6|547627364.3|551369867.5|590416559.5|735293862.1|715341304.9|707927817.6|707263627.3|766811145.7|721234344.6|742635808.8|797786864.2|990799907.9|1342323305|1497457330|1538840557|2014233360|2162596631|1671317619|1887920727|2085773103|2029574377|2158947336|2336784367|2059008238|2114883717|2265025585|2472721993||
Latvia|LVA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||354573200.2|323470061.3|380306266.6|400882954.3|401510883.7|395119455.1|423320637.5|462333334.5|541841071.5|638563070.6|733820068.8|883577394|1217245582|1622567014|1277382705|1056124610|1233716624|1626930010|1847911885|1360403859|1219890281|1187133013|1293178216|1451923913||
Macao SAR| China|MAC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||30125917.95|30064311.86|34729423.14|35867058.1|40776796.29|52428676.14|60990531.83|71946493.71|85499515.71|99267290.78|129875742.9|148609005|164942005|181948586.2|181849987|183620757|170429699.7|160708785.1|162379346.9|178454825.4|191551176.3|211011387.3|217836925|257495713.4|315620175.2|451941241.2|481766449.3|520386989.5|551767214|609715297.7|717872599.2|903304169.3|987534788.2|1227889841|1286357205|1269412727|1375526534|
St. Martin (French part)|MAF|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Morocco|MAR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||130179586.2|150218092|166231775.5|228905077.1|236581512.7|321464396.3|408385222.4|492136645.8|638670328.8|796726396.2|1042720219|894939713|870406434.2|847419466|732649082.4|717377425.2|835343850.8|974589308.6|1040929211|1270206528|1465943775|1439571021|1672245075|1622461705|1729607434|2003426808|2063517077|1850145609|1942297462|2047734161|2095147856|2052513418|2287194293|2774091357|3129875230|4334483190|3549618901|4095453047|4800165671|4764010872|4780500879|5182349349|5006678411|5479193385|5590134542|5160724271|5268926842|5593342551|6002994215||
Monaco|MCO|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Moldova|MDA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||160973009.1|162777517.9|136127328.2|91049864.81|63573025.14|70510161.33|85871617.81|100221371.4|123330897.6|166704392.3|193940279.4|219881617.7|330969189.4|434874650.5|485704677.1|577508399.7|663600837.9|665396114.3|680078618.5|630285614.8|448737042.3|413255638.5|476395004.4|557881833||
Madagascar|MDG|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||31048015.58|34593714.36|40183257.69|42851082.15|43773290.26|54486153.74|67256919.35|84875620.85|109424493.8|124242023.7|190843878.5|158814217.6|136001582|118776439.5|109037463|99190608.89|83857984.56|54687636.51|54183135.2|47781121.14|75408539.45|65922282.65|76031237.24|86071854.04|69763165.98|76071918.46|98817731.74|78529532.02|64207480.89|90130721.78|95616338.57|123841887.5|120863992.1|146618510.3|122852365.6|153174424.9|149343917.2|258515909.4|280903450.2|250874149.7|256175294.7|292900853.6|302905034.5|250769690.7|254331900.2|227741337.9|237780890.2|266585878|279853234.8||
Maldives|MDV|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||4903816.901|5168419.58|5103568.33|6804578.588|7393150.774|8337060.628|9157238.049|10700840.87|11904083.12|19120266.67|23116715.13|26134382.54|29322728.83|15416285.02|18449458.37|21389201.12|32922364.78|36603406.86|45548823.25|47002101.95|48922377.3|74514102.88|85609839.92|117944474.3|135087740.5|105236388.7|95911836.26|145601036.9|124434376|127403365.2|177714969.5|176828660.1|191532327.9|212360392.9||
Middle East & North Africa|MEA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mexico|MEX|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||1048053598|1156108943|1333062199|1634829116|2124602170|2585547251|2605913189|2390144129|2990327774|3918209216|5762350309|8630714804|6376872261|3822933413|4528811085|4841804234|3302793399|3518488356|4010409122|4688165872|5557808846|7308833627|10253319728|13206061635|18030496776|12828470009|19210979334|24220657453|17442284713|20905145885|28470359484|32157776338|34828133939|36678541864|36372056690|41669106786|45042655306|48541090980|52309084845|45042908314|52365560903|58551883209|59082346496|57220902602|66183903141|59407150711|51173370782|55037707570|57993262636||
Marshall Islands|MHL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||||||9950801.91|8804801.04|8895329.1|9325815.87|9719768.52|9870338.31|10423584.15|10907407.35|10924242.21|11171368.32|11966760.12|12030610.2|12716432.19|12605631.99|12463779.09|12893074.53|13755623.49|13809454.68|14549869.53|14979119.4|16151316.51|17094836.85|17803945.11|18397592.01||
Middle income|MIC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
North Macedonia|MKD|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||232232332.2|245488775.5|118242467.1|128662528.9|164969153.3|199541918.9|202402359.8|189955988.9|181528515.3|170398031.7|151279794.4|135400966.7|129850924.8|159706306.7|184582203.2|200990416.9|223356327.9|259746550.2|319971608.2|305103953.3|303179738|336888482|311619227.2|345192560.7|364419442.7|318580794.4|334935895.3|354926472.5|395387215.8||
Mali|MLI|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||12499000.48|15124139.8|17147131.43|19812856.55|18845131.95|27049286.87|30736130.87|32546254.34|43171795.23|56511288.01|59173880.37|54118437.44|43133463.53|40358755.48|32704929.52|39621672.21|49345473.49|48280769.24|49968335.98|50876643.85|62168307.49|63460206.69|65837165.23|56409832.39|42609906.15|55840775.78|58300825.98|56451504.5|77478610.51|92340286.49|84505079.64|105907038.9|106567788.3|140853548.1|184196393.7|212635038.8|239336431.7|282487392|317787093.9|340389335.1|388184368|556454314.1|517609627.6|509838896.2|615122516.6|479139903.5|418379223.9|564915852.7|634844111.5||
Malta|MLT|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||15637349.25|14815794.16|15641833.15|16932085.44|16471607.08|20025385.25|18976416.24|23646162.96|26108941.07|31239560.48|39799232.64|35391212.7|34345867.19|37893326.71|32688728.28|35064510.89|43905638.85|53630520.13|65540375.37|73656162.6|93103752.8|102192609.6|126658931.2|132117713.2|134440203.1|170486744.6|175476934|182032323.4|148858444|163251716.9|167529566.6|176266399.1|192783447.7|235551092.2|277637636.4|316975876.2|367975001.8|471710154.5|483059161.9|434676187|542194135.1|723646506.8|639400318.1|681932232|751559573.5|480394226.5|498154977.5|551221698.8|635439392.1||
Myanmar|MMR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||26706206.68|51772135.52|47411063.78|62766068.6|64456751.01|74331445.06|91435096.31|129329712.6|207429192.6|244063441.1|332705065.5|408952779.7|497355822.5|610685405.5|771704023.9|927794467.7|1041782223|1188830378|1303944148||
Middle East & North Africa (excluding high income)|MNA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Montenegro|MNE|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mongolia|MNG|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||202329523.7|222816173.1|237128014.9|181256638.2|188452486.2|314649512.9|302963575.2|293705585.5|364696936.6|186271738.8|168561668.7|64535593.19|30400302.82|36256157.23|52738204.65|55917116.82|46757527.1|60190164.34|53210400.8|62589660.89|78558433.4|95773433.56|87029663.32|81419503.1|102739544.4|141710804.1|175841964.9|233605766|189708488.3|288179287.4|398317572.3|638546351.1|621572799.7|576442402.6|490776110.4|498579146.3|425346080.6|509754868.3||
Northern Mariana Islands|MNP|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mozambique|MOZ|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||||137458865.4|95880360.41|99619213.65|101683262.3|106704811.2|155584841.5|186936440.8|87742599.9|117024650.3|127698880.2|139031896.8|154920263.7|209324263.5|276273496.2|347286870.7|342304303.6|411462798.4|519075011.2|524771759.8|502945652.4|687581302.3|815394433.3|910066320.8|942262428.6|842192861.5|628293717.3|690005290.7|775886439.5||
Mauritania|MRT|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||11099895.08|11981011.23|13969363.5|17992741.18|22623836.82|24911684.62|28659013.13|36269672.94|38877578.43|43263551.29|50032444.99|64352099.17|73358722.09|83819202.63|76609929.85|59449598.18|55817794.89|64614539.94|64466502.27|64790222.12|65155310.25|68391449.54|67126550.06|51580926.84|56105082.82|56487579.93|56062536.28|48044088.59|74214534.75|66388659.95|53474157.37|45759509.16|45272861.14|54619153.01|51231194.43|70214088.98|101067736.4|113515962.9|140683719.3|141882852.2|177363219.3|193653130|191544547.8|205973574.9|185779740.4|175412158.2|184072994.4|195188614.7|205413795.7||
Mauritius|MUS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||27254188.76|32830354.31|44333392.83|57328197.08|47670835.34|50455099.87|47499839.04|46149220.07|41798221.78|39170082.56|47898027.68|55183954.28|62711624.76|73512308.36|81550846.03|91602455.87|114409785.1|115528209.1|133127272.8|148786266.2|153229433.9|145939553.2|159840795.6|156210237.2|158451302|133261119.2|147334893.9|184595691.8|247487753.4|229414929.1|237190197.5|250395085.9|317072653.7|298393458.3|335054176.8|364982348.6|391506289.5|457166937|658074506.2|605031993.9|631059811.1|695116271.4|742995983.4||
Malawi|MWI|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||9549982.069|11926705.98|11240518.96|12467228.12|15210770.33|14939569.34|14313253.01|18676415.09|21806967.7|23664318.6|28444772.81|30025019.55|28859876.84|29959310.01|28806422.46|24804839.74|26951802.7|31533119.03|35804279.08|36968435.44|44098977.61|51768702.03|38731555.91|73038439.08|38712302.16|44552170.61|103133570|115950536.3|65729653.34|70234565.99|76992771.93|59254261.07|121316009.7|111174049.8|123341802.8|133123790.7|149186995.9|169988030.1|208690827|246779051.4|281582571.6|387321629.3|286378978.5|257656493.9|406216846.9|352993688.9|250071808.1|284274084.3|312132607.1||
Malaysia|MYS|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||190593949.8|165016544.9|245985756.9|370455244.8|455066126.7|450787967.3|532061847.1|632399392.4|782889812.9|952585450.6|1133134274|1351378846|1457339214|1532833163|1550997611|1594003222|1656601844|1782082870|1533204521|1613452451|1728232837|2006812627|2577098206|2738395556|2906572550|3128993222|4038914858|3785918092|2525772269|3317541949|3697212316|4413906000|4533450316|5641092421|6519867000|6442096393|6129494575|6975009253|9085270902|8741709831|12319805933|16201070492|16159986175|19030916595|16608072293|14144932950|13359693788|13924854760|15181297720||
North America|NAC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Namibia|NAM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||185350517|189852889|175317759.9|196787453.4|163493839|118585941.1|139683644.3|195979528.4|199622801.5|214960477.5|252714286.2|276506684.6|318794458.1|327447859.4|331911184.5|340246286|301308415.3|353121111.3|291298780.5|252046373|257010297.7|225503785.6|223393397.1|350895865.8|469657095.1|517580362.6|591346703.1|658828485|659507358.8|707156294.8|903715217.4|838047148.5|702973987.2|509428294.7|355001435.9|325220294|302126245.6|361460160.9|376842294.9||
New Caledonia|NCL|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||40361584.71|46527891.91|56905605.14|61000344.27|71698321.53|91861096.59|89798408.72|94219794.11|95163642.62|117797710.5|133009359.8|109399389.7|100771374.7|5312702.28|5257407.294|5578233.485|7744014.619|9816415.776|10412751.02|7540248.679|10505905.84|11531926.51|15147172.42|16544510.56|16375119.55|19552967.81|19437260.19|17737206.63|17022201.49|16473585.85|14454653.2||||||||||||||||||||
Niger|NER|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||6940085.086|6922686.169|14743918.38|18820020.22|20277205.83|20659067.46|21085943.98|25662481.42|34679396.62|40789820.97|49211744.42|61057717.16|50593473.62|45149219.11|36040806.93|35821728.78|48331704.34|55629149.12|57249419.16|48744814.6|84872045.47|109201105.7|109158307.6|64532847.62|56470444.03|65741391.44|62121647.56|52172611.88|60473593.2|66794786.85|63764407.31|65855570.09|70812838.65|87655686.49|98265564.62|116222807.8|127620918.5|172536588.7|242599738.8|258616054.3|263440701.8|327833266.2|345242703.6|414837895.8|551296623.1|512502376.7|398221683.1|386209036.6|444201582.4||
Nigeria|NGA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||185714245.7|127752212.4|376129960.6|468001265.1|575574144.5|461360653.8|1178125446|748969957.1|1208267348|1080052643|2028570258|8316886699|7084895369|4376321179|2964549854|2630133242|1684491920|1354799236|1097416600|742863111|670610518.5|396629144.1|381186339.9|215949884.6|267578388.3|355655909.6|415182203.3|443884241.5|440109466.2|492123795.4|538055760.1|594448803|758950991.2|826644005.2|1075488670|1383518711|1967420401|2242107171|2735987526|2357197491|2922687061|3294174548|3716972025|4160284817|4670988810|4093351312|3365580478|3096149995|3228231406||
Nicaragua|NIC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||15733456.95|16038029.19|17893637.79|17935714.04|22322993.96|26493453.64|34071714.54|37746000.97|40904699.56|41699051.86|55659220.6|79446152.45|80705132.69|82144266.76|154975659.3|135810884.4|160752717.8|176199958.1|83762802.83|24827049.34|35422649.9|41553416.89|53193400|51512421.14|47444279.17|56549281.08|59760778.54|150581265.4|145873632.5|140865292.6|135836141.4|127809235.5|113413874.2|127593931.7|152414335.2|182054388.9|208211363.2|246463464.4|301211696.6|311243984.6|348866478.9|389559993.1|418920152.5|436886968.3|474237676.4|508851248.2|530086918.3|550283249.8|522925192.8||
Netherlands|NLD|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||2024283157|2395804588|3224968046|3905952234|5304548249|6066820101|6653431970|7633384447|9456051029|10923401531|11419029296|9529369471|9041400617|8491262955|7409078112|7309639579|10619311140|13601392932|13954995712|13274082307|16121594206|16656810071|19377675789|17332200343|18329346023|21583553390|21070224837|20511531044|18577149717|17831824062|16888902631|17737014784|19663159321|25429878166|29056557811|30558862667|31947572160|35900849847|41205302553|41423351503|40947366272|43556963665|46506745570|42563073940|42775880734|36266996921|38288608480|41672104723|45789786614||
